Cakupan,UHH,HLS,RLS,Pengeluaran,IPM,Tahun
KABUPATEN MUARO JAMBI,72.09,13.37,8.7,10007.0,71.91,2024
KABUPATEN TANJUNG JABUNG TIMUR,67.26,12.21,7.7,10328.0,67.54,2024
KABUPATEN TANJUNG JABUNG BARAT,68.91,12.68,8.32,10696.0,69.93,2024
KABUPATEN TEBO,70.69,12.93,8.04,11415.0,71.32,2024
KABUPATEN BUNGO,68.71,12.67,8.6,12820.0,71.92,2024
KOTA JAMBI,73.66,15.55,11.51,13388.0,81.04,2024
KOTA SUNGAI PENUH,73.2,14.84,10.48,11499.0,77.4,2024
KABUPATEN OGAN KOMERING ULU,69.02,13.0,8.86,11339.0,71.55,2024
KABUPATEN OGAN KOMERING ILIR,69.48,11.98,7.19,12305.0,69.33,2024
KABUPATEN MUARA ENIM,69.93,12.02,8.27,12291.0,71.0,2024
KABUPATEN LAHAT,67.11,12.45,8.69,11255.0,69.77,2024
KABUPATEN MUSI RAWAS,69.15,12.23,7.57,11058.0,68.95,2024
KABUPATEN MUSI BANYUASIN,69.72,12.33,7.95,11424.0,70.12,2024
KABUPATEN BANYU ASIN,69.96,12.34,7.48,11277.0,69.51,2024
KABUPATEN OGAN KOMERING ULU SELATAN,68.25,11.82,8.25,9680.0,67.65,2024
KABUPATEN OGAN KOMERING ULU TIMUR,70.0,12.49,8.08,12623.0,71.55,2024
KABUPATEN OGAN ILIR,66.54,12.42,8.09,12093.0,69.4,2024
KABUPATEN EMPAT LAWANG,65.87,12.11,7.68,10889.0,67.25,2024
KABUPATEN PENUKAL ABAB LEMATANG ILIR,69.17,12.5,7.27,9604.0,67.48,2024
KABUPATEN MUSI RAWAS UTARA,66.56,11.9,7.51,11198.0,67.4,2024
KOTA PALEMBANG,72.35,14.46,10.93,16150.0,80.57,2024
KOTA PRABUMULIH,71.59,13.41,10.36,13982.0,77.08,2024
KOTA PAGAR ALAM,67.98,13.5,9.44,10245.0,71.19,2024
KOTA LUBUKLINGGAU,70.59,13.69,9.94,14672.0,76.82,2024
KABUPATEN BENGKULU SELATAN,68.53,13.66,9.42,11040.0,72.35,2024
KABUPATEN REJANG LEBONG,69.42,14.2,8.81,11385.0,72.92,2024
KABUPATEN BENGKULU UTARA,68.99,12.92,8.32,11715.0,71.11,2024
KABUPATEN KAUR,67.51,13.15,8.47,9742.0,68.98,2024
KABUPATEN SELUMA,68.53,13.33,8.14,9474.0,68.97,2024
KABUPATEN MUKOMUKO,67.57,12.87,8.57,11665.0,70.63,2024
KABUPATEN LEBONG,64.13,12.91,8.41,12362.0,69.27,2024
KABUPATEN KEPAHIANG,68.61,13.16,8.37,10620.0,70.27,2024
KABUPATEN BENGKULU TENGAH,68.64,13.47,7.71,10672.0,69.84,2024
KOTA BENGKULU,71.03,16.07,11.84,15542.0,82.04,2024
KABUPATEN LAMPUNG BARAT,68.4,12.3,8.56,10965.0,69.84,2024
KABUPATEN TANGGAMUS,69.56,12.33,7.38,10524.0,68.52,2024
KABUPATEN LAMPUNG SELATAN,70.32,12.65,7.78,11133.0,70.28,2024
KABUPATEN LAMPUNG TIMUR,71.53,12.98,8.2,11262.0,71.84,2024
KABUPATEN LAMPUNG TENGAH,70.55,13.17,7.97,12595.0,72.37,2024
KABUPATEN LAMPUNG UTARA,70.13,12.56,8.38,9837.0,69.62,2024
KABUPATEN WAY KANAN,70.16,12.44,7.75,10439.0,69.31,2024
KABUPATEN TULANGBAWANG,70.56,12.3,7.65,12122.0,70.66,2024
KABUPATEN PESAWARAN,70.13,12.63,8.0,9190.0,68.52,2024
KABUPATEN PRINGSEWU,71.21,12.93,8.53,11543.0,72.29,2024
KABUPATEN MESUJI,69.04,11.82,7.21,9454.0,66.46,2024
KABUPATEN TULANG BAWANG BARAT,70.64,12.12,7.8,9646.0,68.46,2024
KABUPATEN PESISIR BARAT,64.69,12.16,8.73,9550.0,66.73,2024
KOTA BANDAR LAMPUNG,72.24,14.73,10.99,13667.0,79.19,2024
KOTA METRO,72.44,14.79,11.01,13092.0,78.93,2024
KABUPATEN BANGKA,71.8,13.12,8.45,13205.0,73.98,2024
KABUPATEN BELITUNG,71.75,12.09,9.05,14449.0,74.47,2024
KABUPATEN BANGKA BARAT,70.59,11.79,7.48,13199.0,70.67,2024
KABUPATEN BANGKA TENGAH,72.36,12.15,7.24,13677.0,71.9,2024
KABUPATEN BANGKA SELATAN,69.24,11.71,6.93,12718.0,68.86,2024
KABUPATEN BELITUNG TIMUR,72.85,11.69,8.99,12610.0,73.19,2024
KOTA PANGKAL PINANG,74.24,13.3,10.67,16750.0,80.4,2024
KABUPATEN KARIMUN,72.2,12.62,8.91,13287.0,74.28,2024
KABUPATEN BINTAN,71.21,13.45,9.15,15078.0,76.18,2024
KABUPATEN NATUNA,66.41,13.94,9.2,15560.0,74.56,2024
KABUPATEN LINGGA,63.73,12.65,7.6,12906.0,68.19,2024
KABUPATEN KEPULAUAN ANAMBAS,68.37,13.06,7.53,12983.0,70.93,2024
KOTA B A T A M,74.28,13.56,11.21,19668.0,82.86,2024
KOTA TANJUNG PINANG,73.02,14.18,10.67,16663.0,80.63,2024
KABUPATEN SIMEULUE,65.73,14.53,9.89,8106.0,69.01,2024
KABUPATEN ACEH SINGKIL,67.89,14.36,8.72,9862.0,70.75,2024
KABUPATEN ACEH SELATAN,64.97,14.71,8.92,9190.0,69.1,2024
KABUPATEN ACEH TENGGARA,68.78,14.47,10.1,8876.0,71.7,2024
KABUPATEN ACEH TIMUR,69.18,13.08,8.48,9889.0,69.87,2024
KABUPATEN ACEH TENGAH,69.3,15.03,10.03,11805.0,75.41,2024
KABUPATEN ACEH BARAT,68.48,14.93,9.99,10548.0,73.69,2024
KABUPATEN ACEH BESAR,70.29,14.77,10.37,10810.0,75.13,2024
KABUPATEN PIDIE,67.41,14.52,9.04,11187.0,72.31,2024
KABUPATEN BIREUEN,71.83,14.88,9.59,10150.0,74.45,2024
KABUPATEN ACEH UTARA,69.28,14.75,9.11,9374.0,71.7,2024
KABUPATEN ACEH BARAT DAYA,65.65,13.69,8.78,9559.0,68.75,2024
KABUPATEN GAYO LUES,66.03,14.59,8.44,9967.0,69.83,2024
KABUPATEN ACEH TAMIANG,70.21,14.51,9.3,9529.0,72.32,2024
KABUPATEN NAGAN RAYA,69.75,14.18,9.25,9523.0,71.72,2024
KABUPATEN ACEH JAYA,67.69,14.06,9.02,11007.0,71.83,2024
KABUPATEN BENER MERIAH,69.79,13.73,10.13,12360.0,75.01,2024
KABUPATEN PIDIE JAYA,70.77,15.01,9.59,11274.0,75.16,2024
KOTA BANDA ACEH,72.17,17.94,13.1,18100.0,87.17,2024
KOTA SABANG,71.17,14.97,11.22,12625.0,78.32,2024
KOTA LANGSA,69.92,15.71,11.28,13133.0,78.81,2024
KOTA LHOKSEUMAWE,72.25,15.55,11.31,12694.0,79.55,2024
KOTA SUBULUSSALAM,64.51,15.31,8.43,8491.0,68.04,2024
